bike;2;dt;0.01;stholes;256;500;relative;34.542369
bike;2;dt;0.01;kde_heuristic;512;0;relative;36.086632
bike;2;dt;0.01;kde_adaptive;512;500;relative;34.075278
bike;2;dt;0.01;kde_batch;512;500;relative;33.511049
bike;2;dt;0.01;kde_optimal;512;1000;relative;31.155322
bike;2;dt;0.01;stholes;256;500;relative;29.383349
bike;2;dt;0.01;kde_heuristic;512;0;relative;36.751421
bike;2;dt;0.01;kde_adaptive;512;500;relative;37.526157
bike;2;dt;0.01;kde_batch;512;500;relative;34.301917
bike;2;dt;0.01;kde_optimal;512;1000;relative;34.793332
bike;2;dt;0.01;stholes;256;500;relative;11.347905
bike;2;dt;0.01;kde_heuristic;512;0;relative;31.738217
bike;2;dt;0.01;kde_adaptive;512;500;relative;35.380376
bike;2;dt;0.01;kde_batch;512;500;relative;36.223824
bike;2;dt;0.01;kde_optimal;512;1000;relative;34.535844
bike;2;dt;0.01;kde_heuristic;512;0;relative;33.259293
bike;2;dt;0.01;kde_adaptive;512;500;relative;33.860407
forest;3;dv;0.01;stholes;256;500;relative;212.275507
forest;3;dv;0.01;kde_heuristic;512;0;relative;28.926212
forest;3;dv;0.01;kde_adaptive;512;500;relative;57.367270
forest;3;dv;0.01;kde_batch;512;500;relative;31.211462
forest;3;dv;0.01;kde_optimal;512;1000;relative;26.485731
forest;3;dv;0.01;kde_heuristic;512;0;relative;31.772596
forest;3;dv;0.01;kde_adaptive;512;500;relative;57.334682
forest;3;dv;0.01;kde_batch;512;500;relative;27.585968
forest;3;dv;0.01;kde_optimal;512;1000;relative;30.690916
forest;3;dv;0.01;stholes;256;500;relative;387.051870
forest;3;dv;0.01;kde_heuristic;512;0;relative;28.391809
forest;3;dv;0.01;kde_adaptive;512;500;relative;41.716192
forest;3;dv;0.01;kde_batch;512;500;relative;29.801468
forest;3;dv;0.01;kde_optimal;512;1000;relative;27.749307
forest;3;dv;0.01;stholes;256;500;relative;355.467674
forest;3;dv;0.01;kde_heuristic;512;0;relative;29.185687
forest;3;dv;0.01;kde_adaptive;512;500;relative;47.976113
forest;3;dv;0.01;kde_batch;512;500;relative;27.180437
forest;3;dv;0.01;kde_optimal;512;1000;relative;27.727239
forest;3;dv;0.01;kde_adaptive;512;500;relative;50.452704
forest;3;dv;0.01;kde_batch;512;500;relative;28.661934
forest;3;dv;0.01;kde_optimal;512;1000;relative;27.536145
forest;3;ut;0.01;kde_heuristic;512;0;relative;52.569985
forest;3;ut;0.01;kde_adaptive;512;500;relative;29.619773
forest;3;ut;0.01;kde_batch;512;500;relative;28.916176
forest;3;ut;0.01;kde_optimal;512;1000;relative;34.838906
forest;3;ut;0.01;stholes;256;500;relative;723.360583
forest;3;ut;0.01;kde_heuristic;512;0;relative;47.711092
forest;3;ut;0.01;kde_adaptive;512;500;relative;32.676691
forest;3;ut;0.01;kde_batch;512;500;relative;33.164092
forest;3;ut;0.01;kde_optimal;512;1000;relative;28.099966
forest;3;ut;0.01;stholes;256;500;relative;604.089675
forest;3;ut;0.01;kde_heuristic;512;0;relative;56.613453
forest;3;ut;0.01;kde_adaptive;512;500;relative;35.748051
forest;3;ut;0.01;kde_batch;512;500;relative;36.215302
forest;3;ut;0.01;kde_optimal;512;1000;relative;33.200338
forest;3;ut;0.01;kde_adaptive;512;500;relative;76.338679
forest;3;ut;0.01;kde_batch;512;500;relative;29.200638
forest;3;ut;0.01;kde_optimal;512;1000;relative;36.921050
forest;3;ut;0.01;stholes;256;500;relative;nan
forest;3;ut;0.01;kde_heuristic;512;0;relative;56.188116
forest;3;ut;0.01;kde_adaptive;512;500;relative;33.579939
forest;3;ut;0.01;kde_batch;512;500;relative;35.463750
forest;3;ut;0.01;kde_optimal;512;1000;relative;31.700184
forest;3;uv;0.01;stholes;256;500;relative;595.572310
forest;3;uv;0.01;kde_heuristic;512;0;relative;168.728964
forest;3;uv;0.01;kde_adaptive;512;500;relative;384.518122
forest;3;uv;0.01;kde_batch;512;500;relative;66.089250
forest;3;uv;0.01;kde_optimal;512;1000;relative;78.505078
forest;3;uv;0.01;stholes;256;500;relative;640.371173
forest;3;uv;0.01;kde_heuristic;512;0;relative;158.184315
forest;3;uv;0.01;kde_adaptive;512;500;relative;286.999548
forest;3;uv;0.01;kde_batch;512;500;relative;81.812233
forest;3;uv;0.01;kde_optimal;512;1000;relative;53.741414
forest;3;uv;0.01;kde_adaptive;512;500;relative;815.171975
forest;3;uv;0.01;kde_batch;512;500;relative;64.886564
forest;3;uv;0.01;kde_optimal;512;1000;relative;64.747328
forest;3;uv;0.01;stholes;256;500;relative;2178.500881
forest;3;uv;0.01;kde_heuristic;512;0;relative;326.683684
forest;3;uv;0.01;kde_adaptive;512;500;relative;481.587888
forest;3;uv;0.01;kde_batch;512;500;relative;90.156185
forest;3;uv;0.01;kde_optimal;512;1000;relative;72.985991
forest;3;uv;0.01;stholes;256;500;relative;660.628331
forest;3;uv;0.01;kde_heuristic;512;0;relative;513.871825
forest;3;uv;0.01;kde_adaptive;512;500;relative;388.395138
forest;3;uv;0.01;kde_batch;512;500;relative;125.300470
forest;3;uv;0.01;kde_optimal;512;1000;relative;55.608612
forest;5;dt;0.01;stholes;256;500;relative;108.506103
forest;5;dt;0.01;kde_heuristic;512;0;relative;54.956987
forest;5;dt;0.01;kde_adaptive;512;500;relative;28.368122
forest;5;dt;0.01;kde_batch;512;500;relative;30.892713
forest;5;dt;0.01;kde_optimal;512;1000;relative;27.832374
forest;5;dt;0.01;stholes;256;500;relative;107.220627
forest;5;dt;0.01;kde_heuristic;512;0;relative;53.640441
forest;5;dt;0.01;kde_adaptive;512;500;relative;29.896640
forest;5;dt;0.01;kde_batch;512;500;relative;29.422758
forest;5;dt;0.01;kde_optimal;512;1000;relative;27.748408
forest;5;dt;0.01;stholes;256;500;relative;1244.110850
