Relation ID ; Absolute ; Relative ; Quadratic ; SquaredQError ; SquaredRelative ; Estimate ; Truth ; Tuples 
352564 ; 0.00019466 ; 0.45257831 ; 0.00000004 ; 0.13938285 ; 0.20482713 ; 6.247649e-04 ; 4.301075e-04 ; 4650
352564 ; 0.00377913 ; 0.73220553 ; 0.00001428 ; 1.73589975 ; 0.53612493 ; 1.382165e-03 ; 5.161290e-03 ; 4650
352564 ; 0.00658909 ; 0.69634656 ; 0.00004342 ; 1.42054984 ; 0.48489853 ; 2.873280e-03 ; 9.462366e-03 ; 4650
352564 ; 0.04297688 ; 0.58433480 ; 0.00184701 ; 0.77066479 ; 0.34144716 ; 3.057150e-02 ; 7.354839e-02 ; 4650
352564 ; 0.00009843 ; 0.45767919 ; 0.00000001 ; 0.37441862 ; 0.20947024 ; 1.166281e-04 ; 2.150538e-04 ; 4650
352564 ; 0.00014898 ; 0.69275180 ; 0.00000002 ; 1.39263457 ; 0.47990506 ; 6.607481e-05 ; 2.150538e-04 ; 4650
352564 ; 0.00039293 ; 0.60904883 ; 0.00000015 ; 0.88204517 ; 0.37094047 ; 2.522265e-04 ; 6.451613e-04 ; 4650
352564 ; 0.00021505 ; 0.99999954 ; 0.00000005 ; 212.61223610 ; 0.99999907 ; 9.705914e-20 ; 2.150538e-04 ; 4650
352564 ; 0.00014863 ; 1486315.19124406 ; 0.00000002 ; 201.97557934 ; 2209132847722.85351562 ; 1.486315e-04 ; 0.000000e+00 ; 4650
352564 ; 0.00010803 ; 0.50234649 ; 0.00000001 ; 0.48699630 ; 0.25235199 ; 1.070222e-04 ; 2.150538e-04 ; 4650
352564 ; 0.00856761 ; 0.50429602 ; 0.00007340 ; 0.49249003 ; 0.25431447 ; 8.421637e-03 ; 1.698925e-02 ; 4650
352564 ; 0.00063631 ; 0.73970611 ; 0.00000040 ; 1.81156508 ; 0.54716513 ; 2.239086e-04 ; 8.602151e-04 ; 4650
352564 ; 0.00004624 ; 462382.78774964 ; 0.00000000 ; 170.14986317 ; 213797842407.13284302 ; 4.623828e-05 ; 0.000000e+00 ; 4650
352564 ; 0.00193548 ; 0.99999995 ; 0.00000375 ; 281.51648108 ; 0.99999990 ; 1.794335e-17 ; 1.935484e-03 ; 4650
352564 ; 0.00004650 ; 0.21623612 ; 0.00000000 ; 0.05936409 ; 0.04675806 ; 1.685514e-04 ; 2.150538e-04 ; 4650
352564 ; 0.03143072 ; 0.48555767 ; 0.00098789 ; 0.44178862 ; 0.23576625 ; 3.330046e-02 ; 6.473118e-02 ; 4650
352564 ; 0.00020156 ; 0.93723762 ; 0.00000004 ; 7.66403566 ; 0.87841436 ; 1.349719e-05 ; 2.150538e-04 ; 4650
352564 ; 0.00122502 ; 0.33507887 ; 0.00000150 ; 0.16653488 ; 0.11227785 ; 2.430894e-03 ; 3.655914e-03 ; 4650
352564 ; 0.00000000 ; 0.00004231 ; 0.00000000 ; 0.00000000 ; 0.00000000 ; 4.231019e-15 ; 0.000000e+00 ; 4650
352564 ; 0.00404426 ; 0.64847539 ; 0.00001636 ; 1.09301913 ; 0.42052033 ; 2.192304e-03 ; 6.236559e-03 ; 4650
352564 ; 0.00241964 ; 0.75008687 ; 0.00000585 ; 1.92277571 ; 0.56263031 ; 8.061713e-04 ; 3.225806e-03 ; 4650
352564 ; 0.00000321 ; 32128.29943846 ; 0.00000000 ; 107.69299706 ; 1032227624.80709970 ; 3.212830e-06 ; 0.000000e+00 ; 4650
352564 ; 0.00012320 ; 0.57288536 ; 0.00000002 ; 0.72369531 ; 0.32819764 ; 9.185255e-05 ; 2.150538e-04 ; 4650
352564 ; 0.00198275 ; 0.40085973 ; 0.00000393 ; 0.26240983 ; 0.16068853 ; 2.963489e-03 ; 4.946237e-03 ; 4650
352564 ; 0.00025850 ; 0.60102123 ; 0.00000007 ; 0.84427992 ; 0.36122651 ; 1.716037e-04 ; 4.301075e-04 ; 4650
352564 ; 0.00064516 ; 0.99999985 ; 0.00000042 ; 245.85740930 ; 0.99999969 ; 1.789482e-18 ; 6.451613e-04 ; 4650
352564 ; 0.00228189 ; 0.66317486 ; 0.00000521 ; 1.18416045 ; 0.43980090 ; 1.158968e-03 ; 3.440860e-03 ; 4650
352564 ; 0.00614730 ; 0.57169873 ; 0.00003779 ; 0.71898261 ; 0.32683944 ; 4.605390e-03 ; 1.075269e-02 ; 4650
