Relation ID ; Absolute ; Relative ; Quadratic ; SquaredQError ; SquaredRelative ; Estimate ; Truth ; Tuples 
336177 ; 0.00033598 ; 0.78114730 ; 0.00000011 ; 2.30844377 ; 0.61019110 ; 9.413012e-05 ; 4.301075e-04 ; 4650
336177 ; 0.00633851 ; 0.60151164 ; 0.00004018 ; 0.84654168 ; 0.36181626 ; 4.199125e-03 ; 1.053763e-02 ; 4650
336177 ; 0.05919214 ; 0.68639265 ; 0.00350371 ; 1.34470362 ; 0.47113488 ; 2.704442e-02 ; 8.623656e-02 ; 4650
336177 ; 0.00543072 ; 0.36075525 ; 0.00002949 ; 0.20022750 ; 0.13014435 ; 9.623039e-03 ; 1.505376e-02 ; 4650
336177 ; 0.07887893 ; 0.63021821 ; 0.00622188 ; 0.98971104 ; 0.39717500 ; 4.628237e-02 ; 1.251613e-01 ; 4650
336177 ; 0.00013128 ; 0.61046760 ; 0.00000002 ; 0.88888739 ; 0.37267070 ; 8.377035e-05 ; 2.150538e-04 ; 4650
336177 ; 0.00172043 ; 0.99999994 ; 0.00000296 ; 277.57792589 ; 0.99999988 ; 0.000000e+00 ; 1.720430e-03 ; 4650
336177 ; 0.07800549 ; 0.67926128 ; 0.00608486 ; 1.29306108 ; 0.46139588 ; 3.683322e-02 ; 1.148387e-01 ; 4650
336177 ; 0.00348400 ; 0.81003035 ; 0.00001214 ; 2.75855879 ; 0.65614917 ; 8.170737e-04 ; 4.301075e-03 ; 4650
336177 ; 0.00077760 ; 0.90395451 ; 0.00000060 ; 5.48933646 ; 0.81713375 ; 8.261969e-05 ; 8.602151e-04 ; 4650
336177 ; 0.03063330 ; 0.47800277 ; 0.00093840 ; 0.42262090 ; 0.22848665 ; 3.345273e-02 ; 6.408602e-02 ; 4650
336177 ; 0.00150532 ; 0.99996496 ; 0.00000227 ; 105.24808228 ; 0.99992992 ; 5.264689e-08 ; 1.505376e-03 ; 4650
336177 ; 0.01430461 ; 0.97818279 ; 0.00020462 ; 14.63105630 ; 0.95684158 ; 3.190472e-04 ; 1.462366e-02 ; 4650
336177 ; 0.00253705 ; 0.84266262 ; 0.00000644 ; 3.42014309 ; 0.71008030 ; 4.737038e-04 ; 3.010753e-03 ; 4650
336177 ; 0.00375199 ; 0.47153382 ; 0.00001408 ; 0.40675882 ; 0.22234414 ; 4.205000e-03 ; 7.956989e-03 ; 4650
336177 ; 0.00665324 ; 0.52436526 ; 0.00004427 ; 0.55220514 ; 0.27495892 ; 6.034935e-03 ; 1.268817e-02 ; 4650
336177 ; 0.04661252 ; 0.69918782 ; 0.00217273 ; 1.44304768 ; 0.48886361 ; 2.005415e-02 ; 6.666667e-02 ; 4650
336177 ; 0.01929888 ; 0.55055079 ; 0.00037245 ; 0.63957195 ; 0.30310617 ; 1.575489e-02 ; 3.505376e-02 ; 4650
336177 ; 0.00048648 ; 0.75404244 ; 0.00000024 ; 1.96727631 ; 0.56858000 ; 1.586822e-04 ; 6.451613e-04 ; 4650
