forest8;8;dt;kde_batch;512;833;2944
forest8;8;dt;kde_batch;512;3984;5998
forest8;8;dt;kde_batch;512;3832;3018
forest8;8;dt;kde_batch;512;5364;6786
forest8;8;dt;kde_batch;512;3352;3214
forest8;8;dt;kde_batch;512;4371;6746
forest8;8;dt;kde_batch;512;7085;5443
forest8;8;dt;kde_batch;512;4713;8038
forest8;8;dt;kde_batch;512;3749;3054
forest8;8;dt;kde_batch;512;4230;5289
forest8;8;dt;kde_batch;512;2965;3692
forest8;8;dt;kde_batch;512;3447;6125
forest8;8;dt;kde_batch;512;5396;6182
forest8;8;dt;kde_batch;512;9174;6619
forest8;8;dt;kde_batch;512;6522;7608
forest8;8;dt;kde_batch;512;3938;4980
forest8;8;dt;kde_batch;512;2686;5601
forest8;8;dt;kde_batch;512;2621;3267
forest8;8;dt;kde_batch;512;6286;4611
forest8;8;dt;kde_batch;512;2936;5346
forest8;8;dt;kde_batch;512;4028;3681
forest8;8;dt;kde_batch;512;9391;8411
forest8;8;dt;kde_batch;512;4914;4455
forest8;8;dt;kde_batch;512;3953;6434
forest8;8;dt;kde_batch;512;2297;3043
forest8;8;dt;kde_batch;512;4477;4590
forest8;8;dt;kde_batch;512;11705;6081
forest8;8;dt;kde_batch;512;1133;3471
forest8;8;dt;kde_batch;512;3153;6013
forest8;8;dt;kde_batch;512;2847;4483
forest8;8;dt;kde_batch;512;2977;3189
forest8;8;dt;kde_batch;512;4683;6193
forest8;8;dt;kde_batch;512;2060;5920
forest8;8;dt;kde_batch;512;4260;3299
forest8;8;dt;kde_batch;512;3801;5076
forest8;8;dt;kde_batch;512;3601;3276
forest8;8;dt;kde_batch;512;5783;4500
forest8;8;dt;kde_batch;512;6319;5386
forest8;8;dt;kde_batch;512;4968;6287
forest8;8;dt;kde_batch;512;9081;8452
forest8;8;dt;kde_batch;512;4374;4480
forest8;8;dt;kde_batch;512;5356;5432
forest8;8;dt;kde_batch;512;5734;5634
forest8;8;dt;kde_batch;512;4977;3664
forest8;8;dt;kde_batch;512;4073;7945
forest8;8;dt;kde_batch;512;2854;4181
forest8;8;dt;kde_batch;512;5553;6855
forest8;8;dt;kde_batch;512;3240;4700
forest8;8;dt;kde_batch;512;3851;6581
forest8;8;dt;kde_batch;512;5317;5243
forest8;8;dt;kde_batch;512;5654;7828
forest8;8;dt;kde_batch;512;7212;5348
forest8;8;dt;kde_batch;512;7516;6786
forest8;8;dt;kde_batch;512;2644;4135
forest8;8;dt;kde_batch;512;5473;4228
forest8;8;dt;kde_batch;512;3069;5216
forest8;8;dt;kde_batch;512;3813;4595
forest8;8;dt;kde_batch;512;5718;6804
forest8;8;dt;kde_batch;512;1899;5589
forest8;8;dt;kde_batch;512;2860;4112
forest8;8;dt;kde_batch;512;7714;6887
forest8;8;dt;kde_batch;512;4773;4610
forest8;8;dt;kde_batch;512;2366;3456
forest8;8;dt;kde_batch;512;3046;4036
forest8;8;dt;kde_batch;512;3794;4911
forest8;8;dt;kde_batch;512;5000;5040
forest8;8;dt;kde_batch;512;2993;3687
forest8;8;dt;kde_batch;512;7103;6908
forest8;8;dt;kde_batch;512;2001;5610
forest8;8;dt;kde_batch;512;2542;3043
forest8;8;dt;kde_batch;512;6325;8068
forest8;8;dt;kde_batch;512;4381;3184
forest8;8;dt;kde_batch;512;4613;5401
forest8;8;dt;kde_batch;512;6003;7911
forest8;8;dt;kde_batch;512;6293;5270
forest8;8;dt;kde_batch;512;2599;4650
forest8;8;dt;kde_batch;512;3104;6018
forest8;8;dt;kde_batch;512;7916;6861
forest8;8;dt;kde_batch;512;2957;4721
forest8;8;dt;kde_batch;512;652;3646
forest8;8;dt;kde_batch;512;2096;3267
forest8;8;dt;kde_batch;512;4096;4913
forest8;8;dt;kde_batch;512;5142;5182
forest8;8;dt;kde_batch;512;4161;7621
forest8;8;dt;kde_batch;512;9811;6993
forest8;8;dt;kde_batch;512;5993;3837
forest8;8;dt;kde_batch;512;2854;5722
forest8;8;dt;kde_batch;512;3690;3412
forest8;8;dt;kde_batch;512;1364;5944
forest8;8;dt;kde_batch;512;4318;4207
forest8;8;dt;kde_batch;512;5928;6547
forest8;8;dt;kde_batch;512;6371;5941
forest8;8;dt;kde_batch;512;5357;8082
forest8;8;dt;kde_batch;512;6445;3455
forest8;8;dt;kde_batch;512;2843;4501
forest8;8;dt;kde_batch;512;7979;3732
forest8;8;dt;kde_batch;512;6129;5852
forest8;8;dt;kde_batch;512;6403;7320
forest8;8;dt;kde_batch;512;8208;7996
forest8;8;dt;kde_batch;512;2582;4972
forest8;8;_;kde_heuristic;512;1;2944
forest8;8;_;kde_heuristic;512;3235;5998
forest8;8;_;kde_heuristic;512;1;3018
forest8;8;_;kde_heuristic;512;454;6786
forest8;8;_;kde_heuristic;512;1967;3214
forest8;8;_;kde_heuristic;512;8092;6746
forest8;8;_;kde_heuristic;512;2358;5443
forest8;8;_;kde_heuristic;512;35250;8038
forest8;8;_;kde_heuristic;512;1;3054
forest8;8;_;kde_heuristic;512;1;5289
forest8;8;_;kde_heuristic;512;1;3692
forest8;8;_;kde_heuristic;512;1;6125
forest8;8;_;kde_heuristic;512;6125;6182
forest8;8;_;kde_heuristic;512;642;6619
forest8;8;_;kde_heuristic;512;1;7608
forest8;8;_;kde_heuristic;512;1920;4980
forest8;8;_;kde_heuristic;512;13837;5601
forest8;8;_;kde_heuristic;512;1;3267
forest8;8;_;kde_heuristic;512;1137;4611
forest8;8;_;kde_heuristic;512;1;5346
forest8;8;_;kde_heuristic;512;1;3681
forest8;8;_;kde_heuristic;512;1;8411
forest8;8;_;kde_heuristic;512;2618;4455
forest8;8;_;kde_heuristic;512;10018;6434
forest8;8;_;kde_heuristic;512;1;3043
forest8;8;_;kde_heuristic;512;2135;4590
forest8;8;_;kde_heuristic;512;140;6081
forest8;8;_;kde_heuristic;512;1;3471
forest8;8;_;kde_heuristic;512;1;6013
forest8;8;_;kde_heuristic;512;460;4483
forest8;8;_;kde_heuristic;512;1;3189
forest8;8;_;kde_heuristic;512;1;6193
forest8;8;_;kde_heuristic;512;1;5920
forest8;8;_;kde_heuristic;512;1;3299
forest8;8;_;kde_heuristic;512;1;5076
forest8;8;_;kde_heuristic;512;1;3276
forest8;8;_;kde_heuristic;512;26453;4500
forest8;8;_;kde_heuristic;512;1;5386
forest8;8;_;kde_heuristic;512;1;6287
forest8;8;_;kde_heuristic;512;3123;8452
forest8;8;_;kde_heuristic;512;4143;4480
forest8;8;_;kde_heuristic;512;6509;5432
forest8;8;_;kde_heuristic;512;1;5634
forest8;8;_;kde_heuristic;512;4538;3664
forest8;8;_;kde_heuristic;512;1014;7945
forest8;8;_;kde_heuristic;512;1;4181
forest8;8;_;kde_heuristic;512;378;6855
forest8;8;_;kde_heuristic;512;931;4700
forest8;8;_;kde_heuristic;512;1;6581
forest8;8;_;kde_heuristic;512;1;5243
forest8;8;_;kde_heuristic;512;1;7828
forest8;8;_;kde_heuristic;512;4953;5348
forest8;8;_;kde_heuristic;512;19671;6786
forest8;8;_;kde_heuristic;512;16560;4135
forest8;8;_;kde_heuristic;512;4038;4228
forest8;8;_;kde_heuristic;512;1;5216
forest8;8;_;kde_heuristic;512;1;4595
forest8;8;_;kde_heuristic;512;2298;6804
forest8;8;_;kde_heuristic;512;1;5589
forest8;8;_;kde_heuristic;512;1;4112
forest8;8;_;kde_heuristic;512;8670;6887
forest8;8;_;kde_heuristic;512;4659;4610
forest8;8;_;kde_heuristic;512;9315;3456
forest8;8;_;kde_heuristic;512;1;4036
forest8;8;_;kde_heuristic;512;4714;4911
